"","Resp_id1","ISCO_NU","Functions","strata","bra10grp","bra10grp_code","aldergrp","udgrp","loengrp","pervgt","A1","A1a","A3","A4","A5","A7","A8","A9","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","C1","C2","C3","C4","C5","D1","D2","D3","D4","E3","E3a","E3b","E3c","E4","E4a","E4b","E4c","E1","E1a","E1b","E1c","E2","E2a","E2b","E2c","F1","F1a","F1b","F1c","F2","F2a","F2b","F2c","G1","G1a","G1b","G1c","G2","G2a","G2b","G2c","G3","G3a","G3b","G3c","H1","H2","H3","H4","J1","J2","J3"
"284","LS293706","None","None",7,"Erhvervsservice",8,2,2,3,2492.35733489299,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,31,3,13
"285","LS294600","Information and communications technology","2",6,"Information og kommunikation",5,2,2,3,1165.83273453286,1,NA,47,NA,1,1,1,1,1,1,1,4,2,2,4,2,3,2,2,4,4,5,5,3,3,3,3,3,1,5,2,2,2,3,3,1,2,3,3,1,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,33,2,3
"286","LS294692","Stationary plant and machine operators","8",4,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,4,1002.41280416772,1,NA,30,NA,1,1,1,1,1,1,2,1,4,4,1,3,1,2,3,3,1,1,5,3,3,3,3,3,2,4,3,4,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,1,3,2,1,5,3,NA,NA,1,3,2,1,1,3,2,1,1,3,2,1,NA,NA,NA,NA,30,3,13
"287","LS294745","Food processing, wood working, garment and other craft and related trades workers","7",5,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,2,2658.28691939113,1,NA,11,NA,1,1,1,1,1,1,1,4,4,3,2,2,1,1,1,2,2,2,4,2,2,3,1,1,1,5,1,4,1,1,3,1,4,2,NA,NA,4,2,NA,NA,2,1,3,1,5,3,NA,NA,5,3,NA,NA,1,1,2,2,1,1,2,2,5,3,NA,NA,NA,NA,NA,NA,11,2,13
"288","LS295279","Teaching professionals","2",10,"Offentlig administration, undervisning og sundhed",9,2,3,3,1094.59221120874,1,NA,70,NA,1,1,1,1,1,2,2,3,2,2,3,3,2,2,2,2,2,5,3,3,3,3,3,3,2,5,5,2,1,3,1,1,5,3,NA,NA,4,3,NA,NA,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,78,3,1
"289","LS296118","Numerical and material recording clerks","4",8,"Handel og transport",4,3,1,2,1292.66086676132,1,NA,24,NA,1,1,1,1,1,1,2,2,3,4,2,3,1,1,1,5,5,5,5,3,3,3,3,3,1,5,2,5,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,10,3,1
"290","LS296368","Business and administration associate professionals","3",1,"Erhvervsservice",8,1,3,4,300.288121723847,1,NA,67,NA,1,2,2,2,2,2,2,4,2,2,3,2,3,2,2,3,2,5,4,1,1,3,3,3,1,5,3,2,1,1,1,1,4,3,NA,NA,4,1,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,1,2,2,3,3,2,2,3,5,3,NA,NA,NA,NA,NA,NA,66,3,7
"291","LS296621","Teaching professionals","2",8,"Offentlig administration, undervisning og sundhed",9,2,2,2,1194.33967282979,1,NA,54,NA,1,1,1,1,2,2,2,5,2,2,5,5,2,2,2,4,3,2,5,1,3,3,3,3,1,5,4,2,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,1,1,5,3,NA,NA,5,3,NA,NA,2,3,3,1,2,1,3,3,4,3,NA,NA,NA,NA,NA,NA,4,3,6
"292","LS298171","Building and related trades workers, excluding electricians","7",3,"Bygge og anlæg",3,1,2,2,3027.50143798852,1,NA,63,NA,1,1,1,1,1,1,1,4,9,1,1,3,3,2,3,3,1,3,3,1,3,3,1,1,2,5,2,2,2,1,1,1,2,1,1,1,5,1,NA,NA,1,1,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,1,3,1,NA,NA,NA,NA,63,3,3
"293","LS299588","Drivers and mobile plant operators","8",3,"Handel og transport",4,1,2,4,3701.20978199115,1,NA,59,NA,1,1,1,1,9,1,1,1,9,3,5,3,5,1,3,2,9,1,2,3,3,3,3,3,3,5,4,4,5,3,NA,NA,5,3,NA,NA,3,3,3,2,1,3,3,3,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,59,3,13
"294","LS299641","Business and administration associate professionals","3",8,"Bygge og anlæg",3,3,3,4,673.284858956373,1,NA,24,NA,1,1,1,1,4,4,2,3,2,3,2,2,2,2,2,3,2,5,4,3,3,3,3,3,1,5,1,3,1,3,3,1,2,3,3,1,2,3,3,1,1,3,3,2,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,34,3,9
"295","LS300676","Cleaners and helpers","9",2,"Offentlig administration, undervisning og sundhed",9,2,2,2,1308.5568141714,1,NA,35,NA,1,1,1,1,1,1,2,2,2,4,2,2,4,3,2,5,1,5,3,1,3,3,3,3,2,3,4,4,3,3,2,1,1,3,2,1,5,3,NA,NA,1,3,2,1,3,3,2,3,4,3,NA,NA,5,3,NA,NA,5,9,NA,NA,1,3,2,1,NA,NA,NA,NA,35,3,1
"296","LS300976","Science and engineering associate professionals","3",8,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,2,1194.33967282979,1,NA,22,NA,1,1,1,1,1,2,2,3,2,2,1,2,3,2,3,4,2,5,4,3,3,3,3,3,2,4,2,4,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,23,3,13
"297","LS301042","Information and communications technicians","3",8,"Kultur, fritid og anden service",10,3,2,3,817.443146036581,1,NA,48,NA,1,1,1,1,2,2,1,4,2,4,2,2,4,2,1,1,1,4,4,3,3,3,3,3,1,5,4,4,3,1,3,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,13
"298","LS301957","Chief executives, senior officials and legislators","1",3,"Information og kommunikation",5,1,2,4,3701.20978199115,1,NA,98,NA,1,1,1,1,1,1,1,3,1,2,4,2,1,1,2,3,2,5,5,3,3,3,3,3,1,5,2,2,4,3,NA,NA,3,3,3,2,3,3,3,2,3,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,1,9
"299","LS302897","Business and administration professionals","2",8,"Finansiering og forsikring",6,2,2,4,1142.69026766395,1,NA,17,NA,1,1,1,1,2,2,3,4,2,3,4,3,4,2,2,3,4,5,3,3,3,3,3,3,2,5,2,3,4,3,NA,NA,1,3,2,1,5,3,NA,NA,1,3,2,1,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,13
"300","LS304862","Numerical and material recording clerks","4",4,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,2,2,1970.89317582323,1,NA,33,NA,1,1,1,1,1,1,1,4,3,3,1,1,3,3,2,3,3,4,3,3,3,3,3,3,1,5,2,2,3,3,2,1,1,3,2,1,5,3,NA,NA,2,3,2,1,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,47,3,3
"301","LS306043","Personal care workers","5",4,"Offentlig administration, undervisning og sundhed",9,2,2,3,1002.41280416772,1,NA,98,NA,1,1,1,1,2,1,2,5,2,2,2,2,2,2,2,3,2,5,2,3,3,3,3,3,2,4,4,4,3,3,2,1,5,3,NA,NA,5,3,NA,NA,2,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,13
"302","LS306878","Teaching professionals","2",2,"Offentlig administration, undervisning og sundhed",9,3,3,2,742.327209092709,1,NA,97,NA,1,1,1,1,3,3,2,4,2,2,3,2,2,2,2,3,5,5,5,3,3,3,3,3,2,2,4,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,97,3,4
"303","LS307286","Administrative and commercial managers","1",2,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,3,4,932.938688817315,1,NA,97,NA,1,1,1,1,2,1,2,3,2,3,2,2,1,2,3,2,2,2,3,3,3,3,3,3,2,3,2,2,1,1,2,1,2,3,2,1,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,18,3,13
"304","LS308775","Business and administration associate professionals","3",6,"Erhvervsservice",8,1,2,2,1461.42374464797,1,NA,11,NA,2,NA,NA,NA,1,1,4,3,3,2,3,2,3,5,3,5,1,5,3,NA,NA,NA,NA,NA,1,5,4,1,1,NA,2,1,4,NA,NA,NA,5,NA,NA,NA,3,NA,2,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,11,3,13
"305","LS308973","Science and engineering associate professionals","3",9,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,2,4,2317.66504393677,1,NA,94,NA,1,1,1,1,1,1,2,3,2,3,2,3,2,2,2,4,3,5,1,3,3,3,3,3,2,3,2,1,3,3,3,1,2,1,3,2,4,1,NA,NA,1,1,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,27,3,1
"306","LS309196","Cleaners and helpers","9",6,"Erhvervsservice",8,1,2,3,1374.25237403477,1,NA,61,NA,1,1,2,1,1,1,2,2,3,1,3,3,3,4,4,2,3,3,3,3,3,3,3,3,2,5,2,2,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,21,3,13
"307","LS310263","Science and engineering professionals","2",9,"Erhvervsservice",8,2,3,4,1008.1251822027,1,NA,48,NA,1,1,1,1,2,1,2,3,2,3,4,2,4,3,2,2,4,2,5,3,3,3,3,3,2,5,2,2,3,2,2,2,4,3,NA,NA,4,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,15,3,13
"308","LS310741","Business and administration professionals","2",8,"Finansiering og forsikring",6,2,2,4,1142.69026766395,1,NA,40,NA,1,1,1,1,1,2,2,3,4,2,2,2,2,3,3,4,4,5,4,1,1,2,2,3,2,5,2,2,2,1,3,1,5,3,NA,NA,3,3,3,1,2,3,3,2,5,3,NA,NA,5,3,NA,NA,3,1,3,2,5,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,70,3,5
"309","LS312186","Business and administration professionals","2",8,"Handel og transport",4,2,2,3,1142.69026766395,1,NA,1,NA,1,1,1,1,2,2,2,3,3,3,4,2,3,2,1,4,4,5,4,2,1,3,3,1,1,5,4,4,3,2,3,1,5,3,NA,NA,5,3,NA,NA,1,1,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,25,3,9
"310","LS312482","Health professionals","2",4,"Offentlig administration, undervisning og sundhed",9,3,3,4,242.837816964546,1,NA,98,NA,1,1,2,1,1,1,1,4,2,2,4,2,2,4,2,2,2,4,2,3,3,3,3,3,3,5,3,2,1,1,9,1,5,1,NA,NA,5,3,NA,NA,1,3,9,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,13
"311","LS312716","Personal care workers","5",5,"Offentlig administration, undervisning og sundhed",9,2,2,1,1579.62321567248,1,NA,28,NA,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,3,5,5,4,1,2,3,1,1,1,5,3,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,28,3,13
"312","LS313104","Drivers and mobile plant operators","8",2,"Handel og transport",4,2,2,3,1185.3041861091,1,NA,97,NA,1,1,1,1,1,1,1,3,3,3,3,3,4,3,4,3,3,5,4,1,2,3,2,2,2,5,3,3,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,97,3,1
"313","LS313458","Health professionals","2",3,"Offentlig administration, undervisning og sundhed",9,2,3,2,2008.94573418198,1,NA,93,NA,1,2,2,2,2,2,1,3,2,4,3,3,4,4,4,2,4,5,5,3,3,3,3,3,3,4,4,5,1,1,3,2,5,3,NA,NA,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,2,2,NA,NA,NA,NA,56,2,15
"314","LS314908","Drivers and mobile plant operators","8",4,"Handel og transport",4,3,2,2,1052.998602943,1,NA,66,NA,1,1,1,1,1,1,2,1,4,3,5,5,5,5,5,4,1,5,2,3,3,3,3,3,4,2,5,5,4,3,NA,NA,1,3,1,1,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,NA,NA,NA,NA,66,3,1
"315","LS315368","Information and communications technology","2",8,"Handel og transport",4,2,3,4,1104.90457294443,1,NA,4,NA,1,2,2,1,4,2,2,3,3,3,4,4,3,3,2,4,4,4,4,3,3,3,3,3,2,5,3,3,3,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,4,3,9
"316","LS316241","General and keyboard clerks","4",8,"Handel og transport",4,1,2,1,2018.05509792215,1,NA,87,NA,1,1,1,1,2,2,2,2,4,3,3,2,4,2,1,4,5,5,5,3,3,3,3,3,2,2,2,4,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,40,3,9
"317","LS316252","None","None",5,"Offentlig administration, undervisning og sundhed",9,2,3,2,1974.09308137696,1,NA,47,NA,1,2,2,2,5,3,2,5,2,2,5,2,2,2,3,5,5,5,3,1,1,3,3,3,1,4,4,4,3,3,2,1,5,3,NA,NA,5,3,NA,NA,3,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,28,3,13
"318","LS317379","Handicraft and printing workers","7",4,"Industri, råstofindvinding og forsyningsvirksomhed",2,3,2,4,700.719220859637,1,NA,98,NA,1,2,2,1,1,1,1,3,2,3,3,2,2,2,2,3,4,2,4,3,3,1,3,1,2,5,3,3,1,1,3,1,5,3,NA,NA,5,3,NA,NA,2,3,3,1,1,3,3,1,1,1,2,1,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,1
"319","LS318543","Business and administration professionals","2",4,"Erhvervsservice",8,2,3,3,1053.32251830062,1,NA,33,NA,1,1,1,2,3,2,2,4,2,2,5,3,3,2,2,4,5,5,5,1,3,3,3,3,2,5,2,3,3,3,3,1,2,3,3,2,4,1,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,33,3,13
"320","LS320759","Sales workers","5",8,"Handel og transport",4,1,2,2,2124.42769028283,1,NA,4,NA,1,2,2,1,4,2,1,4,3,1,4,5,2,3,5,2,3,4,5,1,1,2,3,3,2,5,4,2,5,3,NA,NA,1,1,2,2,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,19,3,4
"321","LS321224","None","None",4,"Offentlig administration, undervisning og sundhed",9,1,3,2,1513.01177192814,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,98,3,4
"322","LS321227","Metal, machinery and related trades workers","7",9,"Handel og transport",4,1,2,3,2317.66504393677,1,NA,27,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,3,5,5,3,3,3,3,3,1,5,2,3,2,1,3,1,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,3,2,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,27,3,13
"323","LS321480","Teaching professionals","2",7,"Offentlig administration, undervisning og sundhed",9,2,3,3,1548.9674729405,1,NA,34,NA,1,1,1,1,2,1,1,3,2,2,3,5,3,2,4,4,2,5,5,3,3,3,3,3,1,5,2,3,1,3,3,1,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,34,1,8
"324","LS322788","Production and specialised services managers","1",4,"Offentlig administration, undervisning og sundhed",9,2,3,4,798.926959286626,1,NA,98,NA,1,2,2,2,1,2,2,5,2,2,4,4,2,1,2,1,1,5,3,1,1,3,3,1,1,3,4,2,1,1,1,1,5,2,NA,NA,3,2,1,2,2,2,2,1,5,2,NA,NA,5,2,NA,NA,3,2,1,2,3,2,2,1,1,3,3,1,NA,NA,NA,NA,83,3,3
"325","LS323295","None","None",9,"Handel og transport",4,1,1,1,5318.45383884912,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,14,3,13
"326","LS323897","Teaching professionals","2",4,"Offentlig administration, undervisning og sundhed",9,1,3,3,1160.73238984477,1,NA,13,NA,1,1,1,1,1,2,1,2,2,2,2,9,2,4,2,3,2,2,4,3,3,1,3,3,2,5,3,2,1,3,1,1,5,3,NA,NA,5,3,NA,NA,1,1,1,1,5,3,NA,NA,4,1,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,13,3,98
"327","LS326051","Science and engineering associate professionals","3",6,"Erhvervsservice",8,1,2,1,1558.71222104485,1,NA,21,NA,1,1,1,2,1,1,2,5,2,2,3,3,2,1,1,4,3,4,4,1,1,2,3,3,2,5,2,2,2,3,2,1,4,3,NA,NA,4,3,NA,NA,1,1,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,21,3,4
"328","LS326322","Business and administration associate professionals","3",8,"Handel og transport",4,1,2,4,2072.778285117,1,NA,22,NA,1,1,1,1,1,2,2,4,2,2,2,2,2,2,2,4,4,1,4,3,3,3,3,3,1,5,2,2,2,3,3,1,5,3,NA,NA,2,3,1,1,1,3,2,1,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,24,3,3
"329","LS326613","Stationary plant and machine operators","8",10,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,4,838.465481821518,1,NA,69,NA,1,1,1,1,1,1,3,1,1,4,5,5,5,5,1,1,1,1,1,3,3,3,3,3,1,3,2,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,1,3,2,1,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,65,3,13
"330","LS326766","Science and engineering professionals","2",6,"Erhvervsservice",8,2,3,3,1326.05977763161,1,NA,11,NA,1,1,1,1,2,2,2,4,2,3,5,3,3,3,2,3,5,2,4,3,3,2,3,3,2,4,2,2,3,2,3,1,4,2,NA,NA,4,2,NA,NA,3,2,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,11,3,7
"331","LS327606","None","None",2,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,2,1,1571.66891862629,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,47,3,13
"332","LS327634","None","None",3,"Erhvervsservice",8,1,2,1,3628.58940298705,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,999,3,12
"333","LS327891","Information and communications technology","2",4,"Information og kommunikation",5,3,3,4,497.233375978541,1,NA,98,NA,1,2,2,2,1,1,1,4,1,2,3,2,2,2,2,2,1,5,4,3,3,3,3,3,1,5,2,2,2,3,2,2,3,1,1,2,4,1,NA,NA,1,1,1,2,5,3,NA,NA,5,3,NA,NA,3,2,2,2,5,2,NA,NA,5,2,NA,NA,NA,NA,NA,NA,18,3,3
"334","LS328133","Drivers and mobile plant operators","8",8,"Handel og transport",4,3,2,2,869.09255120242,1,NA,31,NA,2,NA,NA,NA,2,4,1,2,3,4,5,3,4,4,1,3,5,5,4,NA,NA,NA,NA,NA,2,1,2,3,4,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,2,NA,2,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,1,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,31,2,2
"335","LS328683","Business and administration professionals","2",7,"Handel og transport",4,3,3,4,1059.97535505359,1,NA,48,NA,1,1,1,1,1,2,2,3,2,3,3,3,3,3,3,3,2,2,3,1,1,3,3,3,2,5,3,3,3,3,2,1,4,3,NA,NA,3,3,3,2,1,3,3,2,5,3,NA,NA,5,3,NA,NA,2,1,2,2,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,88,2,3
"336","LS329354","Science and engineering associate professionals","3",10,"Erhvervsservice",8,2,3,4,1094.59221120874,1,NA,70,NA,1,1,1,1,1,1,2,2,2,2,5,4,3,2,2,4,3,5,5,3,3,3,3,3,2,5,3,2,3,3,2,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,2,1,5,3,NA,NA,3,3,2,1,NA,NA,NA,NA,62,3,1
"337","LS331023","Business and administration professionals","2",4,"Erhvervsservice",8,1,3,4,1415.12794885876,1,NA,98,NA,1,2,2,2,2,3,3,3,2,3,4,2,2,2,4,3,2,3,3,3,2,3,1,1,2,4,2,2,3,2,2,2,5,1,NA,NA,5,1,NA,NA,2,3,2,2,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,3,3,3,2,5,3,NA,NA,NA,NA,NA,NA,91,3,7
"338","LS332649","Administrative and commercial managers","1",9,"Offentlig administration, undervisning og sundhed",9,2,2,3,1214.35776211651,1,NA,7,NA,1,1,1,2,4,2,2,3,3,2,4,3,3,3,4,3,5,5,4,3,3,2,1,1,2,4,2,2,3,2,3,2,3,2,3,3,3,2,3,1,2,2,3,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,71,2,13
"339","LS332915","Information and communications technology","2",2,"Finansiering og forsikring",6,1,3,4,1196.0507932722,1,NA,97,NA,1,1,1,1,2,3,2,3,3,3,2,3,2,2,1,3,2,5,3,1,1,3,3,3,1,4,3,2,2,1,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,18,3,13
"340","LS334931","General and keyboard clerks","4",3,"Offentlig administration, undervisning og sundhed",9,1,2,1,3628.58940298705,1,NA,98,NA,2,NA,NA,NA,2,2,3,2,3,3,3,3,3,3,4,4,4,2,4,NA,NA,NA,NA,NA,2,5,2,2,4,NA,NA,NA,5,NA,NA,NA,3,NA,3,1,2,NA,3,2,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,98,3,13
"341","LS335308","Customer services clerks","4",8,"Information og kommunikation",5,2,2,2,1300.71226519048,1,NA,48,NA,1,1,1,1,1,2,2,1,2,3,2,3,4,4,4,2,1,3,3,3,3,3,3,3,3,2,4,4,4,3,NA,NA,3,3,2,2,5,3,NA,NA,4,3,NA,NA,4,1,NA,NA,3,1,3,3,4,3,NA,NA,5,3,NA,NA,4,1,NA,NA,NA,NA,NA,NA,17,3,13
"342","LS335741","Production and specialised services managers","1",10,"Erhvervsservice",8,2,2,4,838.465481821518,1,NA,70,NA,1,1,2,1,2,2,2,3,2,2,3,4,3,5,1,1,1,5,1,1,1,2,1,2,1,3,2,2,1,3,2,2,4,3,NA,NA,2,3,2,2,1,3,2,2,3,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,1,3,NA,NA,NA,NA,36,3,15
"343","LS335858","Personal care workers","5",10,"Offentlig administration, undervisning og sundhed",9,2,2,2,900.490143102891,1,NA,69,NA,1,2,2,2,3,2,3,2,3,4,2,3,4,4,1,2,5,5,4,2,2,1,2,3,2,4,3,5,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,2,2,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,69,3,13
